block,stimulus,response,score,rt,filename
1,love,a,1,1435,run27
1,happy,a,1,1335,run27
1,evil,d,1,1435,run27
2,black2,a,0,1385,run27
2,black5,d,1,1385,run27
2,white1,d,0,1335,run27
2,black4,d,1,1385,run27
2,white2,a,1,1435,run27
2,white4,a,1,1335,run27
2,white3,a,1,1385,run27
2,white5,a,1,1385,run27
2,black1,d,1,1435,run27
2,black3,d,1,1335,run27
3,nasty,d,1,1385,run27
3,white1,a,1,1435,run27
3,white5,a,1,1335,run27
3,black3,d,1,1435,run27
3,black4,d,1,1335,run27
3,happy,a,1,1435,run27
3,evil,d,1,1385,run27
3,white3,a,1,1385,run27
3,white2,a,1,1335,run27
3,love,a,1,1385,run27
3,black1,d,1,1435,run27
3,black2,d,1,1335,run27
3,pleasure,a,1,1435,run27
3,white4,a,1,1335,run27
3,agony,d,1,1435,run27
3,good,a,1,1385,run27
3,joy,a,1,1335,run27
3,black5,d,1,1435,run27
3,hurt,d,1,1335,run27
3,bad,d,1,1385,run27
4,block4,w,0,675,run27
5,white4,a,0,1445,run27
5,white2,d,1,1345,run27
5,white3,d,1,1335,run27
5,black3,d,0,1385,run27
5,black4,a,1,1435,run27
5,white5,d,1,1385,run27
5,white1,d,1,1335,run27
5,black1,a,1,1435,run27
5,black2,a,1,1335,run27
5,black5,a,1,1385,run27
6,white3,d,1,1435,run27
6,joy,a,1,1385,run27
6,pleasure,a,1,1335,run27
6,evil,d,1,1435,run27
6,black5,a,1,1385,run27
6,black4,a,1,1335,run27
6,good,a,1,1385,run27
6,white2,d,1,1435,run27
6,black2,a,1,1385,run27
6,love,a,1,1335,run27
6,bad,d,1,1435,run27
6,nasty,d,1,1335,run27
6,white1,d,1,1385,run27
6,agony,d,1,1385,run27
6,happy,a,1,1435,run27
6,black3,a,1,1335,run27
6,black1,a,1,1385,run27
6,white5,d,1,1435,run27
6,white4,d,1,1335,run27
6,hurt,d,1,1385,run27
1,love,d,0,1545,run28
1,joy,a,1,1345,run28
1,bad,a,0,1335,run28
1,agony,d,1,1435,run28
1,evil,d,1,1335,run28
1,pleasure,a,1,1435,run28
1,good,a,1,1335,run28
1,nasty,d,1,1435,run28
1,hurt,d,1,1335,run28
1,happy,a,1,1435,run28
2,white1,d,0,1385,run28
2,white3,a,1,1385,run28
2,black2,a,0,1335,run28
2,black4,d,1,1435,run28
2,white2,a,1,1385,run28
2,black3,d,1,1385,run28
2,white4,a,1,1385,run28
2,black5,d,1,1385,run28
2,white5,a,1,1385,run28
2,black1,d,1,1385,run28
3,black4,d,1,1335,run28
3,white5,a,1,1435,run28
3,evil,d,1,1385,run28
3,pleasure,a,1,1385,run28
3,black3,d,1,1385,run28
3,hurt,d,1,1335,run28
3,happy,a,1,1435,run28
3,nasty,d,1,1385,run28
3,love,a,1,1385,run28
3,good,a,1,1335,run28
3,black1,d,1,1435,run28
3,white1,a,1,1385,run28
3,white4,a,1,1335,run28
3,joy,a,1,1385,run28
3,white2,a,1,1385,run28
3,bad,d,1,1435,run28
3,agony,d,1,1335,run28
3,white3,a,1,1435,run28
3,black2,d,1,1385,run28
3,black5,d,1,1335,run28
4,block4,w,0,675,run28
5,black1,d,0,1445,run28
5,white1,a,0,1345,run28
5,white3,d,1,1385,run28
5,black2,a,1,1385,run28
5,black5,a,1,1335,run28
5,white2,d,1,1435,run28
5,white5,d,1,1335,run28
5,white4,d,1,1385,run28
5,black3,a,1,1435,run28
5,black4,a,1,1335,run28
6,bad,d,1,1435,run28
6,joy,a,1,1385,run28
6,white5,d,1,1385,run28
6,black1,a,1,1385,run28
6,hurt,d,1,1385,run28
6,evil,d,1,1335,run28
6,black2,a,1,1435,run28
6,black5,a,1,1335,run28
6,black3,a,1,1385,run28
6,white2,d,1,1435,run28
6,white3,d,1,1335,run28
6,happy,a,1,1435,run28
6,black4,a,1,1335,run28
6,white1,d,1,1435,run28
6,white4,d,1,1335,run28
6,nasty,d,1,1385,run28
6,agony,d,1,1385,run28
6,love,a,1,1435,run28
6,pleasure,a,1,1335,run28
6,good,a,1,1385,run28
1,hurt,a,0,1545,run29
1,happy,d,0,1345,run29
1,nasty,d,1,1335,run29
1,good,a,1,1435,run29
1,pleasure,a,1,1335,run29
1,evil,d,1,1435,run29
1,agony,d,1,1335,run29
1,joy,a,1,1435,run29
1,bad,d,1,1385,run29
1,love,a,1,1385,run29
2,black3,a,0,1335,run29
2,white5,d,0,1435,run29
2,white3,a,1,1385,run29
2,black5,d,1,1385,run29
2,white2,a,1,1385,run29
2,black4,d,1,1385,run29
2,white1,a,1,1385,run29
2,black1,d,1,1385,run29
2,white4,a,1,1385,run29
2,black2,d,1,1385,run29
3,nasty,d,1,1335,run29
3,love,a,1,1435,run29
3,good,a,1,1335,run29
3,bad,d,1,1435,run29
3,black1,d,1,1335,run29
3,black3,d,1,1385,run29
3,agony,d,1,1385,run29
3,white1,a,1,1435,run29
3,joy,a,1,1335,run29
3,white4,a,1,1385,run29
3,black5,d,1,1435,run29
3,white3,a,1,1385,run29
3,white5,a,1,1335,run29
3,hurt,d,1,1435,run29
3,happy,a,1,1385,run29
3,white2,a,1,1335,run29
3,evil,d,1,1435,run29
3,black4,d,1,1335,run29
3,pleasure,a,1,1435,run29
3,black2,d,1,1385,run29
4,block4,w,0,625,run29
5,white5,a,0,1445,run29
5,black2,d,0,1345,run29
5,white2,d,1,1335,run29
5,black5,a,1,1435,run29
5,white3,d,1,1385,run29
5,black3,a,1,1385,run29
5,black4,a,1,1335,run29
5,white4,d,1,1435,run29
5,white1,d,1,1335,run29
5,black1,a,1,1435,run29
6,white4,d,1,1385,run29
6,black5,a,1,1385,run29
6,black3,a,1,1335,run29
6,joy,a,1,1385,run29
6,white1,d,1,1435,run29
6,evil,d,1,1335,run29
6,white5,d,1,1385,run29
6,nasty,d,1,1385,run29
6,white2,d,1,1385,run29
6,black4,a,1,1435,run29
6,black2,a,1,1335,run29
6,black1,a,1,1385,run29
6,good,a,1,1385,run29
6,bad,d,1,1435,run29
6,pleasure,a,1,1385,run29
6,hurt,d,1,1385,run29
6,white3,d,1,1335,run29
6,love,a,1,1435,run29
6,agony,d,1,1385,run29
6,happy,a,1,1385,run29
1,nasty,a,0,1545,run30
1,agony,d,1,1345,run30
1,bad,d,1,1335,run30
1,evil,d,1,1385,run30
1,happy,d,0,1385,run30
1,love,a,1,1435,run30
1,good,a,1,1335,run30
1,hurt,d,1,1435,run30
1,joy,a,1,1385,run30
1,pleasure,a,1,1335,run30
2,white1,d,0,1435,run30
2,black4,a,0,1385,run30
2,black1,d,1,1385,run30
2,black3,d,1,1335,run30
2,white4,a,1,1435,run30
2,white2,a,1,1335,run30
2,white3,a,1,1385,run30
2,black2,d,1,1435,run30
2,black5,d,1,1335,run30
2,white5,a,1,1435,run30
3,evil,d,1,1385,run30
3,black2,d,1,1335,run30
3,agony,d,1,1385,run30
3,hurt,d,1,1385,run30
3,happy,a,1,1435,run30
3,pleasure,a,1,1335,run30
3,white3,a,1,1385,run30
3,black1,d,1,1435,run30
3,nasty,d,1,1335,run30
3,white1,a,1,1435,run30
3,black4,d,1,1385,run30
3,good,a,1,1385,run30
3,bad,d,1,1385,run30
3,white5,a,1,1385,run30
3,black3,d,1,1385,run30
3,white2,a,1,1385,run30
3,white4,a,1,1335,run30
3,love,a,1,1385,run30
3,joy,a,1,1385,run30
3,black5,d,1,1435,run30
4,block4,w,0,625,run30
5,white3,a,0,1445,run30
5,black5,d,0,1345,run30
5,white1,d,1,1335,run30
5,white5,d,1,1385,run30
5,black4,a,1,1435,run30
5,white2,d,1,1385,run30
5,black3,a,1,1385,run30
5,white4,d,1,1385,run30
5,black1,a,1,1385,run30
5,black2,a,1,1335,run30
6,black4,a,1,1385,run30
6,white5,d,1,1435,run30
6,hurt,d,1,1335,run30
6,black2,a,1,1435,run30
6,white4,d,1,1385,run30
6,white2,d,1,1335,run30
6,agony,d,1,1385,run30
6,bad,d,1,1385,run30
6,joy,a,1,1435,run30
6,white3,d,1,1385,run30
6,evil,d,1,1335,run30
6,black5,a,1,1435,run30
6,black3,a,1,1335,run30
6,nasty,d,1,1435,run30
6,good,a,1,1385,run30
6,white1,d,1,1385,run30
6,happy,a,1,1385,run30
6,love,a,1,1335,run30
6,pleasure,a,1,1385,run30
6,black1,a,1,1385,run30
1,evil,a,0,1545,run31
1,love,d,0,1345,run31
1,agony,d,1,1335,run31
1,pleasure,a,1,1435,run31
1,good,a,1,1335,run31
1,bad,d,1,1435,run31
1,joy,a,1,1385,run31
1,nasty,d,1,1385,run31
1,hurt,d,1,1335,run31
1,happy,a,1,1435,run31
2,white4,d,0,1385,run31
2,white3,a,1,1385,run31
2,black1,a,0,1335,run31
2,white5,a,1,1385,run31
2,white2,a,1,1385,run31
2,black4,d,1,1435,run31
2,black5,d,1,1335,run31
2,white1,a,1,1435,run31
2,black2,d,1,1385,run31
2,black3,d,1,1335,run31
3,good,a,1,1435,run31
3,black4,d,1,1385,run31
3,white4,a,1,1385,run31
3,white5,a,1,1335,run31
3,joy,a,1,1385,run31
3,black1,d,1,1435,run31
3,black2,d,1,1335,run31
3,white3,a,1,1435,run31
3,white2,a,1,1335,run31
3,evil,d,1,1435,run31
3,white1,a,1,1385,run31
3,happy,a,1,1335,run31
3,agony,d,1,1435,run31
3,black5,d,1,1335,run31
3,bad,d,1,1385,run31
3,love,a,1,1435,run31
3,nasty,d,1,1385,run31
3,pleasure,a,1,1385,run31
3,black3,d,1,1385,run31
3,hurt,d,1,1335,run31
4,block4,w,0,675,run31
5,black3,d,0,1445,run31
5,white5,a,0,1345,run31
5,white3,d,1,1385,run31
5,black5,a,1,1385,run31
5,white4,d,1,1385,run31
5,black4,a,1,1385,run31
5,black1,a,1,1335,run31
5,white2,d,1,1435,run31
5,black2,a,1,1385,run31
5,white1,d,1,1385,run31
6,nasty,d,1,1335,run31
6,black2,a,1,1435,run31
6,good,a,1,1335,run31
6,white5,d,1,1435,run31
6,agony,d,1,1335,run31
6,black3,a,1,1435,run31
6,joy,a,1,1335,run31
6,white3,d,1,1435,run31
6,hurt,d,1,1335,run31
6,black4,a,1,1435,run31
6,white2,d,1,1385,run31
6,black5,a,1,1385,run31
6,happy,a,1,1335,run31
6,evil,d,1,1435,run31
6,pleasure,a,1,1385,run31
6,black1,a,1,1335,run31
6,love,a,1,1385,run31
6,white1,d,1,1435,run31
6,white4,d,1,1335,run31
6,bad,d,1,1385,run31
1,hurt,a,0,1545,run32
1,agony,d,1,1345,run32
1,joy,d,0,1335,run32
1,good,a,1,1435,run32
1,love,a,1,1335,run32
1,bad,d,1,1435,run32
1,pleasure,a,1,1385,run32
1,happy,a,1,1335,run32
1,evil,d,1,1435,run32
1,nasty,d,1,1335,run32
2,white2,d,0,1385,run32
2,black5,a,0,1435,run32
2,white4,a,1,1335,run32
2,black1,d,1,1435,run32
2,black2,d,1,1335,run32
2,white3,a,1,1435,run32
2,black4,d,1,1385,run32
2,white1,a,1,1385,run32
2,white5,a,1,1335,run32
2,black3,d,1,1435,run32
3,bad,d,1,1335,run32
3,white4,a,1,1435,run32
3,white1,a,1,1335,run32
3,black5,d,1,1435,run32
3,pleasure,a,1,1385,run32
3,love,a,1,1335,run32
3,agony,d,1,1435,run32
3,happy,a,1,1385,run32
3,joy,a,1,1335,run32
3,black4,d,1,1435,run32
3,black3,d,1,1335,run32
3,good,a,1,1435,run32
3,nasty,d,1,1385,run32
3,black2,d,1,1335,run32
3,white5,a,1,1435,run32
3,evil,d,1,1385,run32
3,black1,d,1,1335,run32
3,hurt,d,1,1385,run32
3,white3,a,1,1435,run32
3,white2,a,1,1335,run32
4,block4,w,0,675,run32
5,black3,d,0,1445,run32
5,white3,a,0,1345,run32
5,white1,d,1,1385,run32
5,black2,a,1,1385,run32
5,black5,a,1,1335,run32
5,white2,d,1,1435,run32
5,black1,a,1,1385,run32
5,white5,d,1,1385,run32
5,white4,d,1,1335,run32
5,black4,a,1,1435,run32
6,white2,d,1,1385,run32
6,black1,a,1,1385,run32
6,love,a,1,1335,run32
6,good,a,1,1385,run32
6,evil,d,1,1435,run32
6,happy,a,1,1385,run32
6,nasty,d,1,1385,run32
6,black5,a,1,1385,run32
6,joy,a,1,1335,run32
6,black2,a,1,1385,run32
6,pleasure,a,1,1385,run32
6,agony,d,1,1435,run32
6,white1,d,1,1335,run32
6,hurt,d,1,1385,run32
6,black4,a,1,1435,run32
6,white4,d,1,1385,run32
6,white3,d,1,1335,run32
6,white5,d,1,1385,run32
6,black3,a,1,1435,run32
6,bad,d,1,1385,run32
1,joy,d,0,1545,run33
1,love,a,1,1345,run33
1,nasty,a,0,1335,run33
1,evil,d,1,1435,run33
1,bad,d,1,1335,run33
1,good,a,1,1435,run33
1,agony,d,1,1385,run33
1,happy,a,1,1385,run33
1,pleasure,a,1,1335,run33
1,hurt,d,1,1435,run33
2,white1,d,0,1335,run33
2,black2,a,0,1435,run33
2,black4,d,1,1385,run33
2,black1,d,1,1335,run33
2,black5,d,1,1385,run33
2,white3,a,1,1435,run33
2,white5,a,1,1335,run33
2,black3,d,1,1435,run33
2,white4,a,1,1385,run33
2,white2,a,1,1335,run33
3,bad,d,1,1435,run33
3,white2,a,1,1385,run33
3,love,a,1,1335,run33
3,white3,a,1,1385,run33
3,agony,d,1,1435,run33
3,white5,a,1,1385,run33
3,black1,d,1,1385,run33
3,black4,d,1,1335,run33
3,hurt,d,1,1385,run33
3,black5,d,1,1385,run33
3,pleasure,a,1,1435,run33
3,good,a,1,1335,run33
3,black3,d,1,1435,run33
3,nasty,d,1,1335,run33
3,black2,d,1,1385,run33
3,evil,d,1,1385,run33
3,joy,a,1,1435,run33
3,white4,a,1,1335,run33
3,happy,a,1,1385,run33
3,white1,a,1,1385,run33
4,block4,w,0,675,run33
5,black4,d,0,1445,run33
5,black2,a,1,1345,run33
5,white2,a,0,1335,run33
5,black3,a,1,1385,run33
5,white3,d,1,1435,run33
5,black5,a,1,1385,run33
5,white5,d,1,1385,run33
5,black1,a,1,1385,run33
5,white4,d,1,1385,run33
5,white1,d,1,1335,run33
6,black3,a,1,1435,run33
6,black4,a,1,1335,run33
6,good,a,1,1385,run33
6,nasty,d,1,1435,run33
6,white5,d,1,1335,run33
6,joy,a,1,1435,run33
6,black1,a,1,1335,run33
6,evil,d,1,1435,run33
6,bad,d,1,1335,run33
6,black2,a,1,1435,run33
6,white3,d,1,1385,run33
6,black5,a,1,1385,run33
6,white2,d,1,1385,run33
6,happy,a,1,1385,run33
6,agony,d,1,1385,run33
6,hurt,d,1,1335,run33
6,love,a,1,1435,run33
6,white1,d,1,1385,run33
6,white4,d,1,1335,run33
6,pleasure,a,1,1435,run33
1,agony,a,0,1545,run34
1,hurt,d,1,1345,run34
1,good,d,0,1335,run34
1,pleasure,a,1,1435,run34
1,nasty,d,1,1385,run34
1,love,a,1,1385,run34
1,happy,a,1,1335,run34
1,evil,d,1,1435,run34
1,bad,d,1,1335,run34
1,joy,a,1,1435,run34
2,black3,a,0,1335,run34
2,black4,d,1,1435,run34
2,black1,d,1,1335,run34
2,white4,d,0,1385,run34
2,black2,d,1,1385,run34
2,white3,a,1,1435,run34
2,white2,a,1,1335,run34
2,black5,d,1,1435,run34
2,white5,a,1,1385,run34
2,white1,a,1,1335,run34
3,white5,a,1,1385,run34
3,black4,d,1,1435,run34
3,white4,a,1,1385,run34
3,bad,d,1,1385,run34
3,nasty,d,1,1335,run34
3,evil,d,1,1385,run34
3,white3,a,1,1435,run34
3,pleasure,a,1,1335,run34
3,white1,a,1,1385,run34
3,black5,d,1,1435,run34
3,white2,a,1,1385,run34
3,happy,a,1,1335,run34
3,black3,d,1,1435,run34
3,hurt,d,1,1335,run34
3,joy,a,1,1435,run34
3,black2,d,1,1385,run34
3,good,a,1,1385,run34
3,love,a,1,1335,run34
3,black1,d,1,1435,run34
3,agony,d,1,1335,run34
4,block4,w,0,675,run34
5,black3,d,0,1445,run34
5,white4,a,0,1345,run34
5,white5,d,1,1385,run34
5,black5,a,1,1385,run34
5,black2,a,1,1335,run34
5,white3,d,1,1435,run34
5,black1,a,1,1385,run34
5,white1,d,1,1385,run34
5,black4,a,1,1385,run34
5,white2,d,1,1385,run34
6,nasty,d,1,1335,run34
6,evil,d,1,1385,run34
6,good,a,1,1435,run34
6,bad,d,1,1385,run34
6,black3,a,1,1385,run34
6,white3,d,1,1385,run34
6,white2,d,1,1335,run34
6,joy,a,1,1435,run34
6,love,a,1,1335,run34
6,hurt,d,1,1435,run34
6,pleasure,a,1,1385,run34
6,happy,a,1,1335,run34
6,black4,a,1,1385,run34
6,black1,a,1,1385,run34
6,white1,d,1,1435,run34
6,agony,d,1,1335,run34
6,black2,a,1,1435,run34
6,white5,d,1,1385,run34
6,black5,a,1,1385,run34
6,white4,d,1,1385,run34
1,joy,d,0,1545,run35
1,good,a,1,1345,run35
1,agony,a,0,1335,run35
1,nasty,d,1,1435,run35
1,love,a,1,1385,run35
1,hurt,d,1,1385,run35
1,bad,d,1,1335,run35
1,evil,d,1,1385,run35
1,happy,a,1,1435,run35
1,pleasure,a,1,1335,run35
2,white2,d,0,1435,run35
2,white5,a,1,1385,run35
2,white3,a,1,1335,run35
2,black5,a,0,1385,run35
2,black4,d,1,1435,run35
2,white1,a,1,1385,run35
2,black1,d,1,1385,run35
2,black2,d,1,1335,run35
2,black3,d,1,1385,run35
2,white4,a,1,1435,run35
3,good,a,1,1335,run35
3,black5,d,1,1435,run35
3,black2,d,1,1335,run35
3,white2,a,1,1435,run35
3,love,a,1,1335,run35
3,white4,a,1,1385,run35
3,white1,a,1,1385,run35
3,nasty,d,1,1435,run35
3,black4,d,1,1335,run35
3,white5,a,1,1435,run35
3,happy,a,1,1335,run35
3,agony,d,1,1435,run35
3,white3,a,1,1385,run35
3,evil,d,1,1385,run35
3,pleasure,a,1,1385,run35
3,black1,d,1,1385,run35
3,black3,d,1,1335,run35
3,joy,a,1,1435,run35
3,bad,d,1,1385,run35
3,hurt,d,1,1335,run35
4,block4,w,0,675,run35
5,white2,a,0,1445,run35
5,white4,d,1,1345,run35
5,white5,d,1,1335,run35
5,white1,d,1,1385,run35
5,black5,d,0,1385,run35
5,black3,a,1,1435,run35
5,white3,d,1,1385,run35
5,black4,a,1,1385,run35
5,black2,a,1,1335,run35
5,black1,a,1,1385,run35
6,white4,d,1,1435,run35
6,happy,a,1,1385,run35
6,white2,d,1,1385,run35
6,pleasure,a,1,1385,run35
6,black3,a,1,1335,run35
6,black5,a,1,1385,run35
6,white3,d,1,1435,run35
6,evil,d,1,1335,run35
6,black1,a,1,1435,run35
6,black4,a,1,1335,run35
6,white5,d,1,1435,run35
6,hurt,d,1,1335,run35
6,white1,d,1,1385,run35
6,good,a,1,1435,run35
6,bad,d,1,1385,run35
6,black2,a,1,1385,run35
6,nasty,d,1,1385,run35
6,love,a,1,1385,run35
6,joy,a,1,1335,run35
6,agony,d,1,1435,run35
1,evil,a,0,1545,run36
1,nasty,d,1,1345,run36
1,hurt,d,1,1335,run36
1,pleasure,d,0,1385,run36
1,good,a,1,1435,run36
1,love,a,1,1335,run36
1,happy,a,1,1385,run36
1,joy,a,1,1385,run36
1,agony,d,1,1435,run36
1,bad,d,1,1335,run36
2,black2,a,0,1435,run36
2,white5,d,0,1385,run36
2,black4,d,1,1335,run36
2,black3,d,1,1385,run36
2,black5,d,1,1385,run36
2,white4,a,1,1435,run36
2,white3,a,1,1335,run36
2,white1,a,1,1385,run36
2,black1,d,1,1435,run36
2,white2,a,1,1385,run36
3,nasty,d,1,1385,run36
3,pleasure,a,1,1385,run36
3,evil,d,1,1385,run36
3,hurt,d,1,1335,run36
3,agony,d,1,1385,run36
3,good,a,1,1435,run36
3,white4,a,1,1335,run36
3,joy,a,1,1385,run36
3,black1,d,1,1435,run36
3,black5,d,1,1335,run36
3,love,a,1,1435,run36
3,white2,a,1,1335,run36
3,white5,a,1,1385,run36
3,black3,d,1,1435,run36
3,black2,d,1,1335,run36
3,white1,a,1,1435,run36
3,white3,a,1,1335,run36
3,black4,d,1,1435,run36
3,happy,a,1,1385,run36
3,bad,d,1,1385,run36
4,block4,w,0,625,run36
5,black2,d,0,1445,run36
5,black1,a,1,1345,run36
5,white5,a,0,1335,run36
5,white3,d,1,1435,run36
5,black4,a,1,1385,run36
5,white4,d,1,1385,run36
5,black3,a,1,1385,run36
5,black5,a,1,1335,run36
5,white1,d,1,1435,run36
5,white2,d,1,1335,run36
6,pleasure,a,1,1435,run36
6,evil,d,1,1385,run36
6,black5,a,1,1385,run36
6,black1,a,1,1335,run36
6,happy,a,1,1385,run36
6,white1,d,1,1435,run36
6,white4,d,1,1335,run36
6,hurt,d,1,1385,run36
6,bad,d,1,1385,run36
6,love,a,1,1435,run36
6,black2,a,1,1335,run36
6,white2,d,1,1435,run36
6,agony,d,1,1335,run36
6,black3,a,1,1435,run36
6,white5,d,1,1385,run36
6,white3,d,1,1335,run36
6,good,a,1,1435,run36
6,black4,a,1,1335,run36
6,joy,a,1,1385,run36
6,nasty,d,1,1435,run36
1,pleasure,d,0,1545,run37
1,hurt,a,0,1345,run37
1,evil,d,1,1385,run37
1,joy,a,1,1385,run37
1,bad,d,1,1385,run37
1,agony,d,1,1335,run37
1,love,a,1,1435,run37
1,happy,a,1,1335,run37
1,good,a,1,1385,run37
1,nasty,d,1,1435,run37
2,black2,a,0,1385,run37
2,white1,d,0,1385,run37
2,black3,d,1,1335,run37
2,black5,d,1,1385,run37
2,white5,a,1,1435,run37
2,black1,d,1,1385,run37
2,black4,d,1,1335,run37
2,white2,a,1,1435,run37
2,white3,a,1,1335,run37
2,white4,a,1,1385,run37
3,agony,d,1,1435,run37
3,white5,a,1,1385,run37
3,pleasure,a,1,1335,run37
3,white4,a,1,1385,run37
3,evil,d,1,1435,run37
3,black1,d,1,1335,run37
3,white1,a,1,1435,run37
3,good,a,1,1335,run37
3,bad,d,1,1435,run37
3,nasty,d,1,1335,run37
3,white3,a,1,1435,run37
3,black2,d,1,1385,run37
3,black4,d,1,1335,run37
3,white2,a,1,1435,run37
3,love,a,1,1335,run37
3,black5,d,1,1435,run37
3,hurt,d,1,1335,run37
3,black3,d,1,1385,run37
3,joy,a,1,1435,run37
3,happy,a,1,1335,run37
4,block4,w,0,675,run37
5,white2,a,0,1445,run37
5,black5,d,0,1345,run37
5,white3,d,1,1335,run37
5,black2,a,1,1435,run37
5,black1,a,1,1335,run37
5,white1,d,1,1435,run37
5,black3,a,1,1385,run37
5,white5,d,1,1385,run37
5,white4,d,1,1335,run37
5,black4,a,1,1435,run37
6,hurt,d,1,1385,run37
6,bad,d,1,1335,run37
6,black3,a,1,1435,run37
6,pleasure,a,1,1335,run37
6,good,a,1,1385,run37
6,love,a,1,1385,run37
6,black1,a,1,1385,run37
6,black4,a,1,1385,run37
6,black2,a,1,1385,run37
6,evil,d,1,1435,run37
6,white1,d,1,1335,run37
6,nasty,d,1,1385,run37
6,white4,d,1,1385,run37
6,happy,a,1,1435,run37
6,agony,d,1,1385,run37
6,white5,d,1,1335,run37
6,white3,d,1,1385,run37
6,joy,a,1,1435,run37
6,white2,d,1,1385,run37
6,black5,a,1,1385,run37
1,pleasure,d,0,1545,run38
1,nasty,a,0,1345,run38
1,evil,d,1,1385,run38
1,bad,d,1,1335,run38
1,happy,a,1,1435,run38
1,love,a,1,1335,run38
1,agony,d,1,1435,run38
1,hurt,d,1,1335,run38
1,joy,a,1,1435,run38
1,good,a,1,1335,run38
2,white3,d,0,1435,run38
2,white1,a,1,1385,run38
2,white2,a,1,1335,run38
2,black2,a,0,1385,run38
2,white4,a,1,1385,run38
2,black5,d,1,1435,run38
2,black4,d,1,1335,run38
2,black3,d,1,1385,run38
2,black1,d,1,1385,run38
2,white5,a,1,1435,run38
3,love,a,1,1335,run38
3,white4,a,1,1385,run38
3,agony,d,1,1435,run38
3,black3,d,1,1335,run38
3,hurt,d,1,1385,run38
3,black1,d,1,1385,run38
3,black4,d,1,1385,run38
3,white5,a,1,1435,run38
3,white1,a,1,1335,run38
3,white2,a,1,1385,run38
3,good,a,1,1385,run38
3,evil,d,1,1435,run38
3,happy,a,1,1385,run38
3,nasty,d,1,1385,run38
3,white3,a,1,1385,run38
3,black2,d,1,1385,run38
3,bad,d,1,1335,run38
3,pleasure,a,1,1435,run38
3,joy,a,1,1335,run38
3,black5,d,1,1435,run38
4,block4,w,0,625,run38
5,black3,d,0,1445,run38
5,black4,a,1,1345,run38
5,white3,a,0,1335,run38
5,black1,a,1,1385,run38
5,black5,a,1,1385,run38
5,black2,a,1,1385,run38
5,white1,d,1,1435,run38
5,white2,d,1,1335,run38
5,white4,d,1,1385,run38
5,white5,d,1,1385,run38
6,black3,a,1,1435,run38
6,white5,d,1,1385,run38
6,evil,d,1,1335,run38
6,white3,d,1,1385,run38
6,black5,a,1,1435,run38
6,agony,d,1,1385,run38
6,white4,d,1,1335,run38
6,bad,d,1,1385,run38
6,pleasure,a,1,1435,run38
6,nasty,d,1,1385,run38
6,black2,a,1,1385,run38
6,white1,d,1,1385,run38
6,happy,a,1,1385,run38
6,black4,a,1,1335,run38
6,good,a,1,1385,run38
6,white2,d,1,1435,run38
6,love,a,1,1385,run38
6,black1,a,1,1335,run38
6,joy,a,1,1385,run38
6,hurt,d,1,1435,run38
1,nasty,a,0,1545,run39
1,love,d,0,1345,run39
1,pleasure,a,1,1385,run39
1,evil,d,1,1385,run39
1,happy,a,1,1385,run39
1,bad,d,1,1385,run39
1,joy,a,1,1385,run39
1,agony,d,1,1385,run39
1,hurt,d,1,1335,run39
1,good,a,1,1435,run39
2,black1,a,0,1335,run39
2,black2,d,1,1435,run39
2,white5,d,0,1335,run39
2,black5,d,1,1385,run39
2,white1,a,1,1435,run39
2,black4,d,1,1385,run39
2,white3,a,1,1385,run39
2,white4,a,1,1335,run39
2,black3,d,1,1435,run39
2,white2,a,1,1385,run39
3,good,a,1,1335,run39
3,happy,a,1,1385,run39
3,agony,d,1,1435,run39
3,evil,d,1,1335,run39
3,joy,a,1,1435,run39
3,white2,a,1,1335,run39
3,love,a,1,1385,run39
3,black4,d,1,1435,run39
3,black1,d,1,1335,run39
3,white4,a,1,1435,run39
3,black5,d,1,1385,run39
3,bad,d,1,1335,run39
3,pleasure,a,1,1435,run39
3,white3,a,1,1335,run39
3,white5,a,1,1385,run39
3,nasty,d,1,1435,run39
3,hurt,d,1,1335,run39
3,black2,d,1,1385,run39
3,white1,a,1,1435,run39
3,black3,d,1,1385,run39
4,block4,w,0,625,run39
5,black2,d,0,1445,run39
5,black3,a,1,1345,run39
5,white1,a,0,1335,run39
5,white5,d,1,1435,run39
5,white3,d,1,1335,run39
5,black4,a,1,1435,run39
5,black1,a,1,1335,run39
5,white2,d,1,1435,run39
5,black5,a,1,1385,run39
5,white4,d,1,1385,run39
6,black5,a,1,1385,run39
6,agony,d,1,1385,run39
6,white2,d,1,1335,run39
6,white5,d,1,1385,run39
6,love,a,1,1435,run39
6,white3,d,1,1385,run39
6,nasty,d,1,1335,run39
6,joy,a,1,1435,run39
6,hurt,d,1,1385,run39
6,bad,d,1,1335,run39
6,happy,a,1,1435,run39
6,white4,d,1,1385,run39
6,black4,a,1,1385,run39
6,pleasure,a,1,1335,run39
6,black1,a,1,1385,run39
6,good,a,1,1385,run39
6,evil,d,1,1435,run39
6,black2,a,1,1385,run39
6,black3,a,1,1335,run39
6,white1,d,1,1435,run39
1,evil,a,0,1545,run40
1,joy,d,0,1345,run40
1,love,a,1,1385,run40
1,hurt,d,1,1385,run40
1,bad,d,1,1335,run40
1,nasty,d,1,1385,run40
1,agony,d,1,1385,run40
1,happy,a,1,1435,run40
1,good,a,1,1335,run40
1,pleasure,a,1,1385,run40
2,black4,a,0,1385,run40
